#No,Talker,Help,Face,BackGround,Music,SE,Text,Action(立ち絵など背景の前に出す画像。現在は4つまで)
0,-1,-1,-1,0,-1,-1,......,-1
0,-1,-1,-1,0,-1,-1,............,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「ロイルが社長に判断を仰いだ？」,-1
0,-1,-1,-1,world.png,0,-1,少し考えて。,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「あり得ない。話の出どころはどこだ？」,-1
0,-1,-1,-1,world.png,0,-1,その頃別の場所では。,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「提督が第二参謀部へ話を聞きに行った？」,-1
0,-1,-1,-1,world.png,0,-1,少し考えて。,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「馬を」,-1
0,-1,-1,-1,world.png,0,-1,ロイルは提督の元へ急いだ。,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「提督！」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「ロイル、どうした？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「離間の計が発動されています！　会社内のスパイが動いています！」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「ああ……その話を少し前にしたんだ。警護部にヘルプを頼んだよ」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ご苦労様です」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「沢庵漬けでも食べて戻りなさい」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「もぐもぐ」,-1
0,-1,-1,-1,world.png,0,-1,────────────\n────────,-1
end,-1,-1,-1,world.png,0,-1,,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「」,-1
0,-1,-1,-1,world.png,0,-1,,-1
