#No,Talker,Help,Face,BackGround,Music,SE,Text,Action(立ち絵など背景の前に出す画像。現在は4つまで)
0,-1,-1,-1,0,-1,-1,......,-1
0,-1,-1,-1,0,-1,-1,............,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,-1,-1,-1,world.png,0,-1,東アイディオール株式会社はいよいよ本格的な戦争を引き起こした。,-1
0,-1,-1,-1,world.png,0,-1,ヤイバ王国の主張する領域へ、侵攻したのである。,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「おいロイル。敵の装備だが」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「はい」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「こちらの弱点を突くような武装じゃないか？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「計っていたのはこちらだけじゃない、ってことですね。何度かの戦闘を分析し、それを生かせる体制になっているようです」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「で、どうする。あの長弓は」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「こちらも分散させます。戦列は現地民で、散兵は帝国人で構成するつもりです」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「兵数はどうだ？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「と言いますと？」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「向こうがもしも、戦列を組みだした時のインパクトが心配だ」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「……砲兵の増強も行っています」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「時間稼ぎが必要ということか。ハァ……」,-1
0,-1,-1,-1,world.png,0,-1,────────────\n────────,-1
end,-1,-1,-1,world.png,0,-1,,-1
