#No,Talker,Help,Face,BackGround,Music,SE,Text,Action(立ち絵など背景の前に出す画像。現在は4つまで)
0,-1,-1,-1,0,-1,-1,......,-1
0,-1,-1,-1,0,-1,-1,............,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,-1,-1,-1,world.png,0,-1,アーベルは提督と呼ばれていたが、実際には大将の身分であった。,-1
0,-1,-1,-1,world.png,0,-1,もっとも、東アイディオール株式会社の経営には関われない、哀れなものであった。役員未満の、それであった。,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「この辺りには蚊がいます。なので、品格の無い地域とも言えます」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「何故？」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「提督ならご存知かと思いますが、蚊の大量発生を防ぐのに、銅板が有効です。しかし」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「盗まれる、か」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「さようです。銅は売れます。貴重な資源です」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「我が社に銅板はあるか？」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「……総務部に聞かないとわかりませんね。あるいは技術部ですかね？」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「いや、工兵連中に聞けばわかるかも。今から聞きますか？」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「いや、良い。地域住民とのコネに役立つかと思っただけだ。急ぎじゃない」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「提督ーッ」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「なんだなんだ。どうしたどうした」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「青銅ならありますよ」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「あ……そう。しかし、喜ばれるか？」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「ようは銅イオンが発生するかどうかでしょう。青銅は……錫との合金ですから、あまり放出されないかもですね」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ちっちっち。ジョディアン君は少し頭が足りませんね」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「はあ……では喜ばれると？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「帝国人ではない人間が銅イオンなど知ってるわけがないでしょう。銅も青銅も同じと言って渡せば良いんです。嘘は言ってないですからね。青銅も銅イオンを放出する……量はアレですが」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「あまり長生きしない考えですね」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ふむ？」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「あまり人を馬鹿にするものではないですよ。どこからか真実を伝える者はいます……そうなったら信頼にひびが入る」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「……銅が良い。青銅は、今は結構だ」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「仰せのままに。ジョディアン君。貴方、提督の動かし方を知っている？」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「いえ」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「そうでしょうね。ふふ」,-1
0,-1,-1,-1,world.png,0,-1,────────────\n────────,-1
end,-1,-1,-1,world.png,0,-1,,-1
青銅が良いと誰かが言った時の為に、あえてロイルは憎まれ役をやった
