#No,Talker,Help,Face,BackGround,Music,SE,Text,Action(立ち絵など背景の前に出す画像。現在は4つまで)
0,-1,-1,-1,0,-1,-1,......,-1
0,-1,-1,-1,0,-1,-1,............,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,-1,-1,-1,world.png,0,-1,提督が、唸った。,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「ロイル、社長から敵について何か聞いてないか？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「はあ。あらかた聞いてますし、自分の方でも独自に情報を集めていますが」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「私は聞いてない。海から陸に回されて、うとうとしていたらこのザマだ。敵は近代化されていないようだが、どんな奴らなんだ？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ヤイバ王国と向こうは名乗っています。我々帝国は山賊集団とみなしていますがね」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「王を名乗る人間がいるのか」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「少数精鋭の呪術集団を集団力で押さえつけた王がね。黒い噂ばかりですが、そこが野蛮人の心を惹きつけるのでしょう」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「……何故こんな辺境を帝国は欲しがる？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「橋頭堡ですよ。こんな辺境でも、＜向こう側＞には大国の影があります」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「蛇知らずめ……」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「なんです？　その言葉。藪蛇と関係有ります？」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「いや、私の造語だ。気にするな。それより、ヤイバ王国の軍事指導者について知りたい」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「最高責任者は王様です」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「そうか。ではその黒い噂の絶えない王様について教えてくれ」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ヤイバ・ダゲースト、それが名前。出身は不明です。15年前から街道封鎖と傭兵で金と物資、及び人脈を作ってきました」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「ふむ。気合入ってるな」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「最終的な指導歴としては、双頭戦斧大隊、長距離補給中隊を指揮しています」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「兼務……兵站の経験もあるのか。ちなみに副官はどういうやつだ？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「情報部隊出身の傀儡機構であるようです」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「傀儡機構か。人間が信用出来ないのかな？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「調査中です」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「ふーん。で、ヤイバ君の武功面で興味深い話は？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「彷徨った部下を探しに抗争相手の陣幕へ潜入。20人殺傷して助け出しています」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「勇敢だな」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「興味深いのはここから。助け出して帰陣した後、裁判をその場で開いて、助けた部下を怠惰として死刑にしました」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「こわ」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「私としては冷たいマグマ、という印象を持ちますね。お役に立てましたか？」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「まあまあかな」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ふふ」,-1
0,-1,-1,-1,world.png,0,-1,────────────\n────────,-1
end,-1,-1,-1,world.png,0,-1,,-1
