#No,Talker,Help,Face,BackGround,Music,SE,Text,Action(立ち絵など背景の前に出す画像。現在は4つまで)
0,-1,-1,-1,0,-1,-1,......,-1
0,-1,-1,-1,0,-1,-1,............,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,-1,-1,-1,world.png,0,-1,ヤイバ王国の軍は山で訓練していた。もっとも、実態は山賊なので、不自然ではない。,-1
0,マベート・ロレーシー,-1,face003.png,world.png,0,-1,「お姉さまーッ」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「おやおや、跳ねっかえりマベートさんじゃないですか。貴方のお兄さんと最近よく話してますよ」,-1
0,マベート・ロレーシー,-1,face003.png,world.png,0,-1,「愚兄がお世話になってます（ぺこり」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「砲はうまく運用出来てますか？」,-1
0,マベート・ロレーシー,-1,face003.png,world.png,0,-1,「平原戦の多い今は……しかし、山に攻め込むのですよね？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ちっちっち……誘い込むんですよ。大軍に穴を空けて、穴で殲滅する。それが基本になるでしょう」,-1
0,マベート・ロレーシー,-1,face003.png,world.png,0,-1,「それならば……とはいえ念のため、炸裂弾も用意したいところですけど」,-1
0,-1,-1,-1,world.png,0,-1,ウィンクをするマベート。,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「山を炸裂弾で禿山にすることは、まあ、向こうの参謀次第ですかね」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「良いでしょう。炸裂弾を多めに取り寄せておきましょう」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「もっとも、その前に山砲への兵装転換を済ませることになるでしょうが」,-1
0,マベート・ロレーシー,-1,face003.png,world.png,0,-1,「山砲の運用経験が会社には無いので、お姉さまの策で殲滅出来ることを願っています」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「それなんですよねえ。帝国は平地ばっかりで……このような複雑な地形は歩兵も工兵も経験がね……」,-1
0,-1,-1,-1,world.png,0,-1,ぼやくロイル。,-1
0,-1,-1,-1,world.png,0,-1,マベートに対し、気を許していた証左であった。,-1
0,-1,-1,-1,world.png,0,-1,────────────\n────────,-1
end,-1,-1,-1,world.png,0,-1,,-1
