#No,Talker,Help,Face,BackGround,Music,SE,Text,Action(立ち絵など背景の前に出す画像。現在は4つまで)
0,-1,-1,-1,0,-1,-1,......,-1
0,-1,-1,-1,0,-1,-1,............,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,-1,-1,-1,world.png,0,-1,俺は見たんだ。,-1
0,-1,-1,-1,world.png,0,-1,闇さ。,-1
0,-1,-1,-1,world.png,0,-1,戦場に花開いた暗黒……。,-1
0,-1,-1,-1,world.png,0,-1,そこから獣の悲鳴が聞こえて……。,-1
0,-1,-1,-1,world.png,0,-1,熊。熊が突撃してきた……。,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「おいロイル」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「はい」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「敵の魔術、なんとかならんかアレ」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「懸念お察しします。だもんで」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「？」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「砲をひたすら打ち鳴らしています。今も聞こえるでしょう？」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「……恐怖を味方の『楽器』で和らげるということか」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「その通り」,-1
0,-1,-1,-1,world.png,0,-1,────────────\n────────,-1
end,-1,-1,-1,world.png,0,-1,,-1

