#No,Talker,Help,Face,BackGround,Music,SE,Text,Action(立ち絵など背景の前に出す画像。現在は4つまで)
0,-1,-1,-1,0,-1,-1,......,-1
0,-1,-1,-1,0,-1,-1,............,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,-1,-1,-1,world.png,0,-1,騎兵士官と参謀本部長が話し合っていた。,-1
0,-1,-1,-1,world.png,0,-1,実のところ、騎兵士官はさっきまで馬に乗っていた。,-1
0,-1,-1,-1,world.png,0,-1,だからなのか──少し、臀部が緊張していた。,-1
0,-1,-1,-1,world.png,0,-1,熟練の騎兵士官でもそうであった。とはいえ、緊張を感じないとは摩耗を意味しているので──それでよかった。,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「……以上で威力偵察の報告を終了しますが、いかがですか」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「フィードバックを求めているのですか？」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「そうです。戦場故に、変化しなければいけません」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ありません。貴方の働きぶりは優れています」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「引くべきところで引き、押すべきところで押す」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「私の経験上、これは資質によるものですね。もっとも、騎兵の運用でも同じことが言えるのかは──さて？」,-1
0,-1,-1,-1,world.png,0,-1,いたずらっ子なロイルの目、すぐにジョディアンは口を開く。,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「中将殿は何故陸に上がったので？」,-1
0,-1,-1,-1,world.png,0,-1,──これは時間稼ぎの質問であった。,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「提督についていっただけです」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「──地図」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「はい？」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「地図が優れているので自信が持てます。すなわち工兵、いや砲兵が優れている証左です」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「──さよですか」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ふむ。そろそろ、また貴方の妹さんと話したいな。砲兵の、ね」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「妹も楽しんでくれるかと、はい」,-1
0,-1,-1,-1,world.png,0,-1,────────────\n────────,-1
end,-1,-1,-1,world.png,0,-1,,-1
