#No,Talker,Help,Face,BackGround,Music,SE,Text,Action(立ち絵など背景の前に出す画像。現在は4つまで)
0,-1,-1,-1,0,-1,-1,......,-1
0,-1,-1,-1,0,-1,-1,............,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,-1,-1,-1,world.png,0,-1,進退が膠着した陣があった。,-1
0,-1,-1,-1,world.png,0,-1,東アイディオール株式会社の陣は防御力が低く、敵陣へ攻め込んでもすぐに反撃され奪い返された。,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「青銅砲で良いです。山砲を使うまでもありません」,-1
0,-1,-1,-1,world.png,0,-1,ある日の夜。1発だけ砲がヤイバ陣営に打ち込まれた。,-1
0,-1,-1,-1,world.png,0,-1,両陣営共に、苦笑した。,-1
0,-1,-1,-1,world.png,0,-1,翌日夜。2発撃ちこまれた,-1
0,-1,-1,-1,world.png,0,-1,兵らは訝しむばかり。,-1
0,-1,-1,-1,world.png,0,-1,さらに翌日。今度は4発打ち込まれた。,-1
0,-1,-1,-1,world.png,0,-1,ヤイバ兵は無表情になった。,-1
0,-1,-1,-1,world.png,0,-1,そこから日が経ち。,-1
0,-1,-1,-1,world.png,0,-1,ヤイバ陣に使者が来た。,-1
0,-1,-1,-1,world.png,0,-1,──兵站のかなめである山中の塗装路A、B、Cを1024発の砲丸で破壊する。降伏されたし。,-1
0,-1,-1,-1,world.png,0,-1,ヤイバ陣、沈黙。,-1
0,-1,-1,-1,world.png,0,-1,そこに、東アイディオール株式会社の士気があがった声が響く。,-1
0,-1,-1,-1,world.png,0,-1,これを聞いていよいよ観念した。,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「砲が破るのはオブジェクトだけではありません。砲は人の心も破壊します」,-1
0,ジョディアン・ロレーシー,-1,face002.png,world.png,0,-1,「倍々に打ち込むことで、想像を悪い方向へ導いたのですね。さすがです」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「えっへん！」,-1
0,-1,-1,-1,world.png,0,-1,────────────\n────────,-1
end,-1,-1,-1,world.png,0,-1,,-1

