#No,Talker,Help,Face,BackGround,Music,SE,Text,Action(立ち絵など背景の前に出す画像。現在は4つまで)
0,-1,-1,-1,0,-1,-1,......,-1
0,-1,-1,-1,0,-1,-1,............,-1
0,-1,-1,-1,world.png,0,-1,..................,-1
0,-1,-1,-1,world.png,0,-1,ギリアイルの朝は渇いていた。水を垂らすと、すぐに蒸発する。そういう、飢えた土地であるらしかった,-1
0,-1,-1,-1,world.png,0,-1,ロイルと提督が巡察を兼ねた挨拶で近くの村を訪ねると、急いだ体で代表者が出てきた,-1
0,村の代表,-1,-1,world.png,0,-1,「ようこそ。お待ちしていました」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「自分はアーベル・イリイホーン。こちらはロイル」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「どうも」,-1
0,村の代表,-1,-1,world.png,0,-1,「イリイホーン殿。徴用の件ですが、事前に使者で申し上げた通りに200名ほど手筈を整えさせました」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「健康な16歳以上の男女？」,-1
0,村の代表,-1,-1,world.png,0,-1,「そうでなければ戦争では使い物になりますまい」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「……」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「先代帝王陛下は12で敵将を打ち取ったと言いますがね。貴方、帝国の臣民となる覚悟はおありで？」,-1
0,村の代表,-1,-1,world.png,0,-1,「正直に申し上げれば、やむを得ず。貴国とこの地方の境で、やっていくには限界を迎えている」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「正直か。我々の間では美徳だが、所が悪ければ嫌がられるだろう」,-1
0,村の代表,-1,-1,world.png,0,-1,「それはそうでしょうな。裏を返せば貴方に欺瞞は通じず」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「……」,-1
0,ヴィクトーディ・ロイル,-1,face001.png,world.png,0,-1,「ふーん。まあ良いでしょう。徴用予定者のリストはどちらにあります？」,-1
0,村の代表,-1,-1,world.png,0,-1,「こちらに」,-1
0,-1,-1,-1,world.png,0,-1,差し出された書類に釘付けのロイルを放って、アーベルは静かに村の周りを歩き始めた。,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,「帝国の臣民となる覚悟か……」,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,（融和に成功すれば幸せなことだろう）,-1
0,アーベル・イリイホーン,-1,face000.png,world.png,0,-1,（それにしても、帝国の剣である私が外に出るべく準備しているとは……なんとまあ汚れたことか。\n涙に色があるなら赤い一筋が頬に流れていたところであろう）,-1
0,-1,-1,-1,world.png,0,-1,────────────\n────────,-1
end,-1,-1,-1,world.png,0,-1,,-1
